:START_ID(Entity),:END_ID(Entity),:TYPE,claim_id,predicate,refs:int[],status,evidence,level,species:string[],section,volume,synthesis:boolean,finding,finding_note,hypothesis,hypothesis_group,parameters
intervening-spinal-segment-and-muscle-in-the-cor-0aeml70,motor-evoked-potential-as-an-index-of-synaptic-c-1kez5r7,CONFOUNDS,C0210,confounds,38;100,inferred,inferred,cellular,human,v0-6-cellular-responses,v0,true,,,,,"{""what_ltp_like_claims"":""effect follows patterned input, outlasts it, and its sign depends on the pattern"",""what_it_does_not_claim"":""a measured synaptic change"",""note"":""the slice work that does measure synapses uses a different preparation""}"
stimulation-induced-ltp-like-and-ltd-like-plasti-19gqrlv,pharmaco-tms-emg-drug-challenge-1a6uvko,MEASURED_BY,C0211,measured_by,189,supported,consensus,cellular,human,v0-6-cellular-responses,v0,false,,,,,"{""framing"":""mapping of drug effects onto TMS-evoked muscle responses; drug challenge is the way to dissect the mechanisms of stimulation-induced plasticity"",""consequence"":""a drug-plus-device study is a measurement instrument before it is a treatment""}"
nmda-receptor-07wq0nr,theta-burst-stimulation-after-effect-on-mep-ampl-00ejymn,REQUIRED_FOR,C0212,required_for,105,supported,human-interventional,molecular,human,v0-6-cellular-responses,v0,false,,,,,"{""antagonist"":""memantine"",""design"":""placebo-controlled"",""n"":""6 participants"",""ctbs"":""MEP suppression abolished"",""itbs"":""facilitation abolished"",""motor_threshold"":""unchanged"",""limit"":""establishes that the after-effect needs NMDA receptors somewhere in the measured pathway, not where""}"
bdnf-val66met-polymorphism-0vo601t,response-to-tms-and-tdcs-based-plasticity-protoc-14dzb12,MODULATES,C0213,modulates,111,supported,human-observational,molecular,human,v0-6-cellular-responses,v0,false,,,,,"{""contrast"":""Met allele carriers responded differently from Val66Val homozygotes across several protocols"",""replication"":""inconsistent"",""corpus_gap"":""no pooled analysis of the BDNF genotype effect on stimulation response in this corpus""}"
bdnf-secretion-and-trkb-activation-19zb0wf,long-lasting-potentiation-from-anodal-direct-cur-078cs6k,REQUIRED_FOR,C0214,required_for,110,contested,in-vitro,molecular,mouse,v0-6-cellular-responses,v0,false,,,H-tdcs-plasticity-p1,H-tdcs-plasticity,"{""preparation"":""mouse motor cortex slice"",""pairing"":""anodal direct current plus low-frequency synaptic input"",""corollary"":""mice with impaired activity-dependent BDNF release, like humans carrying Val66Met, gained less from motor training""}"
adjunctive-d-cycloserine-with-intermittent-theta-050zkah,antidepressant-response-in-major-depressive-diso-1xmb521,INCREASES,C0215,increases,190,supported,human-interventional,clinical,human,v0-6-cellular-responses,v0,false,,,,,"{""design"":""randomised placebo-controlled trial"",""n"":""50 participants"",""drug"":""D-cycloserine 100 mg during the first two weeks"",""stimulation"":""four weeks of iTBS"",""madrs_difference"":""6.15 points greater reduction than placebo"",""hedges_g"":""0.99"",""response"":""73.9% versus 29.3%"",""remission"":""39.1% versus 4.2%""}"
activation-state-of-the-targeted-neurons-at-the-0d0r1yb,behavioural-and-perceptual-effects-of-tms-0o2mqzq,GATES,C0216,gates,104,supported,consensus,cellular,human,v0-6-cellular-responses,v0,false,,,,,"{""principle"":""effects depend on the activation state of the targeted neurons"",""corollary"":""setting that state beforehand can bias which of two spatially overlapping populations is affected""}"
preconditioning-tdcs-delivered-before-1-hz-repet-14ndm47,direction-of-the-subsequent-rtms-after-effect-on-0pg98lb,MODULATES,C0217,modulates,101,supported,human-interventional,cellular,human,v0-6-cellular-responses,v0,false,,,,,"{""after_anodal_precondition"":""1 Hz rTMS pushed excitability below baseline"",""after_cathodal_precondition"":""the same rTMS raised excitability"",""authors_reading"":""homeostatic, BCM-like mechanism stabilising corticospinal excitability""}"
gating-by-reduced-intracortical-inhibition-durin-0jho4tq,cortical-excitability-during-motor-practice-1u6ua9m,INCREASES,C0218,increases,102;103,supported,consensus,cellular,human,v0-6-cellular-responses,v0,false,,,,,"{""distinction"":""gating briefly raises excitability during practice by reducing intracortical inhibition, whereas homeostatic metaplasticity lowers the plasticity threshold by first reducing activity"",""criteria"":""a consensus paper sets the criteria for calling a human result homeostatic at all""}"
sensorimotor-mu-rhythm-phase-at-the-moment-of-de-175kvv4,direction-of-the-plasticity-outcome-of-triple-pu-0vjs7ba,GATES,C0219,gates,137,supported,human-interventional,cellular,human,v0-6-cellular-responses,v0,false,,,,,"{""method"":""millisecond-latency real-time EEG triggering of otherwise identical triple-pulse bursts"",""negative_peak"":""LTP-like MEP potentiation"",""positive_peak"":""no change"",""interpretation"":""the direction of the outcome was set by the endogenous state rather than by the stimulation parameters"",""replication"":""thin across laboratories""}"
between-person-response-variability-to-plasticit-085vux0,direction-of-the-after-effect-of-pas-anodal-tdcs-1sad5rv,CONFOUNDS,C0220,confounds,204,contested,human-interventional,cellular,human,v0-6-cellular-responses,v0,false,,,H-tdcs-plasticity-p3,H-tdcs-plasticity,"{""n"":""56 healthy people"",""expected_direction"":""39% for paired associative stimulation, 45% for anodal tDCS, 43% for intermittent TBS"",""distribution"":""bimodal"",""cross_protocol"":""response to one protocol did not reliably predict response to another""}"
baseline-mep-amplitude-age-target-muscle-and-tim-0u154gt,theta-burst-stimulation-response-0zt9s4g,MODULATES,C0221,modulates,107,contested,human-observational,cellular,human,v0-6-cellular-responses,v0,false,,,H-tdcs-plasticity-p3,H-tdcs-plasticity,"{""pooling"":""individual data from 430 healthy participants in 22 studies"",""variability"":""large between-person variability in TBS response"",""itbs_predictors"":""lower baseline MEP amplitude, older age, target muscle, time of day"",""ctbs_predictors"":""baseline MEP and measurement timepoint"",""authors_attribution"":""much of the variability attributed to measurement method, with a call for standardisation"",""caveat"":""the predictors are real; the group effects they explain are small""}"
single-session-transcranial-direct-current-stimu-0bc2l4w,cognitive-performance-in-healthy-adults-17ohfma,MODULATES,C0222,modulates,108,contested,human-interventional,behavioural,human,v0-6-cellular-responses,v0,false,,,H-tdcs-plasticity-p3,H-tdcs-plasticity,"{""pooling"":""quantitative review of 59 studies"",""result"":""no significant effect on any cognitive outcome, including working memory and language (negative)"",""caveat"":""the review's own inclusion and pooling choices were subsequently contested""}"
stimulation-of-scalp-cranial-and-cervical-nerves-1agzltj,transcranial-direct-current-stimulation-effects-0l42a8w,CONFOUNDS,C0223,confounds,109;54;55,contested,human-observational,cellular,human,v0-6-cellular-responses,v0,false,,,H-tdcs-plasticity-p2,H-tdcs-plasticity,"{""method"":""re-examination of six published tDCS studies"",""claim"":""scalp cranial and cervical nerve stimulation could explain the reported effects instead"",""precedent"":""for alternating current, anaesthetising the skin reduced tACS-induced tremor entrainment and peripheral nerve stimulation alone reproduced the motor effects in rats and humans"",""counter"":""macaque hippocampal and visual cortex neurons remained entrained to tACS after topical anaesthesia"",""decisive_design_requested"":""transcranial and transcutaneous routes manipulated independently in the same participants""}"
rapid-global-homeostatic-synaptic-plasticity-1yo41i9,antidepressant-action-of-fast-acting-agents-such-1anda0d,MODULATES,C0224,modulates,120;166,supported,consensus,cellular,n/a,v0-6-cellular-responses,v0,false,,,,,"{""argument"":""fast-acting antidepressants act through rapid global homeostatic plasticity rather than input-specific Hebbian plasticity"",""founding_observation"":""in 18 patients with treatment-resistant depression, intravenous ketamine 0.5 mg/kg improved Hamilton scores within 110 minutes with benefit persisting about a week""}"
transcranial-direct-current-stimulation-090szlh,cortical-astrocytes-0tjz2tb,ACTIVATES,C0225,activates,121,contested,animal-interventional,cellular,mouse,v0-6-cellular-responses,v0,false,,,H-tdcs-plasticity-p4,H-tdcs-plasticity,"{""preparation"":""transgenic mice"",""effect"":""widespread astrocytic Ca2+ surges across cortex with little change in local neuronal activity"",""downstream"":""subsequent enhancement of sensory-evoked cortical responses required alpha1-adrenergic signalling and IP3R2-dependent astrocytic Ca2+"",""reading"":""in mouse, an alternative to a purely neuronal polarization account""}"
repeated-ctbs-or-itbs-over-motor-cortex-0e1ja45,glial-activation-and-neuronal-injury-markers-on-1caksxv,MODULATES,C0226,modulates,126,supported,animal-interventional,cellular,macaque,v0-6-cellular-responses,v0,false,,,,,"{""schedule"":""five days a week for three to four weeks"",""readouts"":""[11C]PBR28 TSPO PET and MR spectroscopy"",""result"":""no significant change (negative)"",""standing"":""the only primate-level assay of stimulation-driven glial activation collected here""}"
induction-protocol-with-parameters-readout-prepa-1kualvh,an-interpretable-plasticity-edge-in-the-graph-1b2d8ue,REQUIRED_FOR,C0227,required_for,38;96;99;114;107;204,inferred,inferred,cellular,n/a,v0-6-cellular-responses,v0,true,,,,,"{""same_word_different_things"":""an in vivo rabbit field potential, a multiplicative change in quantal amplitude in rat culture, a spine count in mouse organotypic slice, and an MEP change in a human forearm muscle"",""direction_requirement"":""store the responder fraction and the measured predictors rather than a single signed edge, and represent the contested cases as rival edges at cortical and peripheral levels""}"
shared-subcellular-and-molecular-endpoints-acros-0dzg5ri,joining-the-drive-to-outcome-chain-across-modali-1btlg0l,REQUIRED_FOR,C0230,required_for,110;115;122,inferred,inferred,molecular,n/a,v0-7-molecular-subcellular-convergence,v0,true,,,,,"{""recurring_names"":""BDNF-TrkB, mTOR, the immediate-early genes, mitochondrial state, and glial and inflammatory signalling"",""consequence"":""if the endpoints are shared, a finding about a drug constrains what to expect of a device"",""above_this_level"":""the modalities share nothing physically""}"
nmda-receptor-blockade-at-rest-11ygnit,bdnf-protein-translated-after-eef2-kinase-deacti-0sliwt8,INCREASES,C0231,increases,116,supported,animal-interventional,molecular,mouse,v0-7-molecular-subcellular-convergence,v0,false,,,,,"{""drug"":""ketamine"",""chain"":""NMDA receptor blockade at rest deactivated eEF2 kinase and released BDNF messenger RNA for translation"",""assay"":""mouse cortex""}"
a-shared-marker-measured-by-different-assays-in-1j9mdnx,bdnf-as-a-convergence-endpoint-1aqhi52,CONFOUNDS,C0232,confounds,110;116,inferred,inferred,molecular,n/a,v0-7-molecular-subcellular-convergence,v0,true,,,,,"{""route_one"":""activity-dependent secretion potentiated, in a direct-current mouse slice"",""route_two"":""eEF2 kinase deactivated and BDNF mRNA released for translation, in mice given ketamine"",""problem"":""different edges with the same head node, which an increase in BDNF does not distinguish""}"
species-dependence-of-tspo-as-an-index-of-microg-1imibd4,neuroinflammation-convergence-edges-assembled-ac-0ulfgur,CONFOUNDS,C0233,confounds,127,supported,animal-observational,molecular,mouse;macaque;human,v0-7-molecular-subcellular-convergence,v0,false,,,,,"{""finding"":""TSPO rises in activated microglia in mouse models but not in non-human primates or in human neurodegenerative disease"",""cause"":""traced to an AP1 site in the promoter"",""consequence"":""a human TSPO-PET signal is better read as the density of inflammatory cells than as their activation state"",""graph_consequence"":""a convergence edge assembled from a mouse immunostain and a human PET scan is assembled from two quantities that are not the same quantity""}"
activity-dependent-bdnf-release-00mdfv3,gain-from-motor-skill-training-08yqxw4,REQUIRED_FOR,C0234,required_for,110,supported,animal-interventional,molecular,mouse;human,v0-7-molecular-subcellular-convergence,v0,false,,,,,"{""mouse_arm"":""mice with impaired activity-dependent BDNF release gained less from motor skill training"",""human_arm"":""humans carrying the BDNF Val66Met variant gained less from motor skill training"",""evidence_kind"":""causal arm is mouse; human arm is genotype-level and indirect""}"
classical-and-rapid-acting-antidepressants-0kui4bq,transmembrane-domain-site-of-trkb-dimers-0srkjaa,BINDS,C0235,binds,118,supported,animal-interventional,molecular,mouse,v0-7-molecular-subcellular-convergence,v0,false,,,,,"{""structural_claim"":""the TRKB transmembrane domain senses cholesterol"",""effect"":""promotes synaptic localization of the receptor and BDNF signalling"",""causal_test"":""mutating the binding site reduced cellular and mouse behavioural antidepressant responses"",""methods"":""molecular modelling, cell work and mouse behaviour"",""provenance"":""single laboratory; no independent replication in this corpus""}"
lsd-and-psilocin-1acm6v4,trkb-at-sites-partly-distinct-from-the-antidepre-09n7tbk,BINDS,C0236,binds,119,contested,animal-interventional,molecular,mouse,v0-7-molecular-subcellular-convergence,v0,false,,,H-5ht2a-necessity-p3,H-5ht2a-necessity,"{""affinity"":""high affinity reported"",""requirement"":""plasticity-promoting and antidepressant-like effects in mice required TrkB but not 5-HT2A receptors"",""dissociation"":""the head-twitch response required 5-HT2A"",""claim"":""TrkB as a direct drug target shared across chemical classes rather than a downstream marker"",""provenance"":""same single laboratory as the antidepressant binding-site report""}"
intracellular-rather-than-cell-surface-5-ht2a-re-0y21hga,psychedelic-induced-cortical-plasticity-1wk671u,REQUIRED_FOR,C0237,required_for,92,contested,in-vitro,molecular,mouse,v0-7-molecular-subcellular-convergence,v0,false,,,H-5ht2a-necessity-p1,H-5ht2a-necessity,"{""key_test"":""membrane-impermeant serotonin does not engage the mechanism despite being a 5-HT2A agonist"",""implication"":""receptor location decides the effect""}"
5-ht2a-receptor-activation-0ksorpg,psychedelic-induced-plasticity-as-distinct-from-1evjcha,REQUIRED_FOR,C0238,required_for,173,contested,consensus,molecular,n/a,v0-7-molecular-subcellular-convergence,v0,false,,,H-5ht2a-necessity-p1,H-5ht2a-necessity,"{""separation"":""whether 5-HT2A activation is necessary for the hallucinogenic effect and whether it is necessary for the plasticity effect are usually conflated"",""status"":""the review treats the second question as open""}"
presynaptic-5-ht2a-receptors-on-anterior-thalami-0wc6nz4,psychedelic-induced-synaptic-strengthening-in-gr-041f4om,REQUIRED_FOR,C0239,required_for,174,contested,animal-interventional,molecular,mouse,v0-7-molecular-subcellular-convergence,v0,false,,,H-5ht2a-necessity-p2,H-5ht2a-necessity,"{""preparation"":""CRISPR knockout mice"",""locus"":""granular retrosplenial cortex neurons lack postsynaptic 5-HT2A receptors"",""consequence"":""the responding cell need not express the receptor""}"
single-laboratory-provenance-of-the-trkb-transme-1jbe0k0,convergence-of-antidepressants-and-psychedelics-0qvarei,CONFOUNDS,C0240,confounds,118;119;173,inferred,inferred,molecular,n/a,v0-7-molecular-subcellular-convergence,v0,true,,,,,"{""gap"":""no independent replication of the TRKB transmembrane binding site by another laboratory in this corpus"",""how_to_hold_it"":""a single-laboratory structural claim with mouse behavioural support, not the established mechanism it is often cited as""}"
single-ketamine-dose-1xvsoo3,mtor-signalling-in-prefrontal-cortex-0ml8kiu,ACTIVATES,C0241,activates,115,supported,animal-interventional,molecular,rat,v0-7-molecular-subcellular-convergence,v0,false,,,,,"{""timescale"":""rapid, after a single dose"",""downstream"":""raised synaptic signalling proteins and increased the number and function of dendritic spines"",""causal_test"":""rapamycin blocked both the synaptogenesis and the antidepressant-like behaviour"",""readouts"":""spine counts and phosphorylation states"",""dosing"":""mg/kg by injection""}"
